,train_loss,train_acc,valid_loss,valid_acc,lr
0,0.7133610224104646,tensor(0.7391),2.038610810612822,tensor(0.3053),5e-05
1,0.5720311465764818,tensor(0.7921),2.684201534759849,tensor(0.1119),5e-05
2,0.5385405183813059,tensor(0.8033),3.704240237416729,tensor(0.1121),5e-05
3,0.5162722687092145,tensor(0.8100),2.272989540384457,tensor(0.3599),5e-05
4,0.4979184418582274,tensor(0.8165),1.180797069376193,tensor(0.5545),5e-05
5,0.4866821148736464,tensor(0.8223),3.9513726268834355,tensor(0.1158),5e-05
6,0.47499090850678116,tensor(0.8251),4.762650256662959,tensor(0.0941),5e-05
7,0.46573064424893,tensor(0.8278),3.540838791950271,tensor(0.1189),5e-05
8,0.457341662476406,tensor(0.8308),0.7011828625114273,tensor(0.7500),5e-05
9,0.45064081587482624,tensor(0.8334),3.8113347281626915,tensor(0.0848),5e-05
10,0.4002095235200523,tensor(0.8513),0.44305868785554836,tensor(0.8387),5e-06
11,0.3874406972616366,tensor(0.8565),0.4520730605565726,tensor(0.8335),5e-06
12,0.38260968847892424,tensor(0.8574),0.4682654214616233,tensor(0.8310),5e-06
13,0.3791683018589754,tensor(0.8570),0.4158363382512081,tensor(0.8477),5e-06
14,0.37550575919891255,tensor(0.8592),0.5405285646132683,tensor(0.8108),5e-06
15,0.3714686413105958,tensor(0.8604),0.4335118026143276,tensor(0.8431),5e-06
16,0.37034078662825076,tensor(0.8607),0.5428922759794814,tensor(0.8066),5e-06
17,0.3679376450504925,tensor(0.8626),0.6923645554100255,tensor(0.7604),5e-06
18,0.3655374572612644,tensor(0.8630),0.4413185579515337,tensor(0.8397),5e-06
19,0.3632066101552432,tensor(0.8640),0.4545367824301272,tensor(0.8347),5e-06
20,0.3566533536263558,tensor(0.8656),0.4126808591074728,tensor(0.8504),5.000000000000001e-07
21,0.3544956129850505,tensor(0.8670),0.41084453235187757,tensor(0.8493),5.000000000000001e-07
22,0.3547235359917011,tensor(0.8666),0.4137129933263064,tensor(0.8476),5.000000000000001e-07
23,0.35282533158377677,tensor(0.8676),0.41160761663148554,tensor(0.8506),5.000000000000001e-07
24,0.3523907752736863,tensor(0.8671),0.4165505329245518,tensor(0.8463),5.000000000000001e-07
25,0.3531801301571527,tensor(0.8677),0.41111242510294754,tensor(0.8508),5.000000000000001e-07
26,0.3523183546604427,tensor(0.8676),0.4130034990400869,tensor(0.8491),5.000000000000001e-07
27,0.35196568784174076,tensor(0.8684),0.41057632815268374,tensor(0.8500),5.000000000000001e-07
28,0.35130545897776594,tensor(0.8685),0.41084372046552586,tensor(0.8477),5.000000000000001e-07
29,0.3506989092752696,tensor(0.8685),0.41683904932224813,tensor(0.8495),5.000000000000001e-07
30,0.3505453251232968,tensor(0.8683),0.4111759057791044,tensor(0.8477),5.000000000000001e-08
31,0.3515341383939219,tensor(0.8670),0.41112671610482726,tensor(0.8477),5.000000000000001e-08
32,0.3498204831761326,tensor(0.8678),0.4132288551628685,tensor(0.8496),5.000000000000001e-08
33,0.3510359416179223,tensor(0.8679),0.40914816320725994,tensor(0.8503),5.000000000000001e-08
34,0.34982691170141916,tensor(0.8685),0.4125320719445734,tensor(0.8494),5.000000000000001e-08
35,0.3500983845484337,tensor(0.8687),0.41143915399254494,tensor(0.8493),5.000000000000001e-08
